date,year,month_num,month_text,day,mean_temp,max_temp,min_temp
4/1/12,2012,1,Jan,4,14,17,11
5/1/12,2012,1,Jan,5,10,11,9
6/1/12,2012,1,Jan,6,11,13,9
7/1/12,2012,1,Jan,7,13.5,15,12
8/1/12,2012,1,Jan,8,15,17,13
9/1/12,2012,1,Jan,9,15,17,13
10/1/12,2012,1,Jan,10,15.5,18,13
11/1/12,2012,1,Jan,11,16.5,18,15
12/1/12,2012,1,Jan,12,15.5,17,14
13/1/12,2012,1,Jan,13,15.5,17,14
14/1/12,2012,1,Jan,14,17.5,19,16
15/1/12,2012,1,Jan,15,16.5,17,16
16/1/12,2012,1,Jan,16,16,17,15
17/1/12,2012,1,Jan,17,16.5,19,14
18/1/12,2012,1,Jan,18,20,23,17
19/1/12,2012,1,Jan,19,20.5,23,18
20/1/12,2012,1,Jan,20,19,21,17
21/1/12,2012,1,Jan,21,17.5,19,16
22/1/12,2012,1,Jan,22,13.5,17,10
23/1/12,2012,1,Jan,23,9.5,11,8
24/1/12,2012,1,Jan,24,9.5,11,8
25/1/12,2012,1,Jan,25,7.5,8,7
26/1/12,2012,1,Jan,26,9.5,12,7
27/1/12,2012,1,Jan,27,13,15,11
28/1/12,2012,1,Jan,28,16.5,19,14
29/1/12,2012,1,Jan,29,13.5,15,12
30/1/12,2012,1,Jan,30,15.5,17,14
31/1/12,2012,1,Jan,31,15,17,13
1/2/12,2012,2,Feb,1,16.5,20,13
2/2/12,2012,2,Feb,2,17.5,19,16
3/2/12,2012,2,Feb,3,14.5,16,13
4/2/12,2012,2,Feb,4,17.5,20,15
5/2/12,2012,2,Feb,5,19,21,17
6/2/12,2012,2,Feb,6,21,23,19
7/2/12,2012,2,Feb,7,17.5,23,12
8/2/12,2012,2,Feb,8,12,13,11
9/2/12,2012,2,Feb,9,13,15,11
10/2/12,2012,2,Feb,10,14.5,17,12
11/2/12,2012,2,Feb,11,12,14,10
12/2/12,2012,2,Feb,12,16,19,13
13/2/12,2012,2,Feb,13,20,25,15
14/2/12,2012,2,Feb,14,21,23,19
15/2/12,2012,2,Feb,15,21.5,25,18
16/2/12,2012,2,Feb,16,17,19,15
17/2/12,2012,2,Feb,17,15,17,13
18/2/12,2012,2,Feb,18,14,16,12
19/2/12,2012,2,Feb,19,15,17,13
20/2/12,2012,2,Feb,20,16,18,14
21/2/12,2012,2,Feb,21,19,21,17
22/2/12,2012,2,Feb,22,20.5,23,18
23/2/12,2012,2,Feb,23,24,27,21
24/2/12,2012,2,Feb,24,21,24,18
25/2/12,2012,2,Feb,25,17,19,15
26/2/12,2012,2,Feb,26,13.5,15,12
27/2/12,2012,2,Feb,27,11,12,10
28/2/12,2012,2,Feb,28,12.5,16,9
29/2/12,2012,2,Feb,29,16,17,15
1/3/12,2012,3,Mar,1,18,21,15
2/3/12,2012,3,Mar,2,21.5,26,17
3/3/12,2012,3,Mar,3,20.5,22,19
4/3/12,2012,3,Mar,4,21,24,18
5/3/12,2012,3,Mar,5,24,27,21
6/3/12,2012,3,Mar,6,25.5,27,24
7/3/12,2012,3,Mar,7,22.5,26,19
8/3/12,2012,3,Mar,8,18.5,20,17
9/3/12,2012,3,Mar,9,16,18,14
10/3/12,2012,3,Mar,10,13.5,15,12
11/3/12,2012,3,Mar,11,13.5,15,12
12/3/12,2012,3,Mar,12,13,14,12
13/3/12,2012,3,Mar,13,14.5,16,13
14/3/12,2012,3,Mar,14,17.5,20,15
15/3/12,2012,3,Mar,15,19.5,22,17
16/3/12,2012,3,Mar,16,23.5,27,20
17/3/12,2012,3,Mar,17,23.5,27,20
18/3/12,2012,3,Mar,18,25,30,20
19/3/12,2012,3,Mar,19,22.5,25,20
20/3/12,2012,3,Mar,20,23,26,20
21/3/12,2012,3,Mar,21,20,21,19
22/3/12,2012,3,Mar,22,22.5,26,19
23/3/12,2012,3,Mar,23,20.5,25,16
24/3/12,2012,3,Mar,24,17.5,22,13
25/3/12,2012,3,Mar,25,19.5,23,16
26/3/12,2012,3,Mar,26,21.5,26,17
27/3/12,2012,3,Mar,27,22,25,19
28/3/12,2012,3,Mar,28,23,26,20
29/3/12,2012,3,Mar,29,24,27,21
30/3/12,2012,3,Mar,30,24.5,27,22
31/3/12,2012,3,Mar,31,23.5,27,20
1/4/12,2012,4,Apr,1,22,25,19
2/4/12,2012,4,Apr,2,23.5,26,21
3/4/12,2012,4,Apr,3,25.5,28,23
4/4/12,2012,4,Apr,4,23.5,25,22
5/4/12,2012,4,Apr,5,23.5,26,21
6/4/12,2012,4,Apr,6,20.5,22,19
7/4/12,2012,4,Apr,7,21,23,19
8/4/12,2012,4,Apr,8,22,24,20
9/4/12,2012,4,Apr,9,23.5,27,20
10/4/12,2012,4,Apr,10,25,28,22
11/4/12,2012,4,Apr,11,26.5,30,23
12/4/12,2012,4,Apr,12,26.5,29,24
13/4/12,2012,4,Apr,13,27.5,30,25
14/4/12,2012,4,Apr,14,27,29,25
15/4/12,2012,4,Apr,15,28.5,31,26
16/4/12,2012,4,Apr,16,26.5,30,23
17/4/12,2012,4,Apr,17,23.5,26,21
18/4/12,2012,4,Apr,18,24,26,22
19/4/12,2012,4,Apr,19,24,25,23
20/4/12,2012,4,Apr,20,23,25,21
21/4/12,2012,4,Apr,21,24.5,27,22
22/4/12,2012,4,Apr,22,26,30,22
23/4/12,2012,4,Apr,23,26.5,28,25
24/4/12,2012,4,Apr,24,27.5,29,26
25/4/12,2012,4,Apr,25,27,31,23
26/4/12,2012,4,Apr,26,25.5,28,23
27/4/12,2012,4,Apr,27,24,26,22
28/4/12,2012,4,Apr,28,25,28,22
29/4/12,2012,4,Apr,29,27.5,31,24
30/4/12,2012,4,Apr,30,29.5,31,28
1/5/12,2012,5,May,1,30,32,28
2/5/12,2012,5,May,2,31,33,29
3/5/12,2012,5,May,3,30.5,32,29
4/5/12,2012,5,May,4,29,32,26
5/5/12,2012,5,May,5,27,29,25
6/5/12,2012,5,May,6,27.5,30,25
7/5/12,2012,5,May,7,28,30,26
8/5/12,2012,5,May,8,30,33,27
9/5/12,2012,5,May,9,31,34,28
10/5/12,2012,5,May,10,31.5,34,29
11/5/12,2012,5,May,11,28.5,30,27
12/5/12,2012,5,May,12,28.5,31,26
13/5/12,2012,5,May,13,29,32,26
14/5/12,2012,5,May,14,29.5,32,27
15/5/12,2012,5,May,15,29,31,27
16/5/12,2012,5,May,16,28.5,30,27
17/5/12,2012,5,May,17,29,31,27
18/5/12,2012,5,May,18,27,29,25
19/5/12,2012,5,May,19,28.5,31,26
20/5/12,2012,5,May,20,29,32,26
21/5/12,2012,5,May,21,28,30,26
22/5/12,2012,5,May,22,27,29,25
23/5/12,2012,5,May,23,27.5,30,25
24/5/12,2012,5,May,24,28,30,26
25/5/12,2012,5,May,25,30,33,27
26/5/12,2012,5,May,26,29.5,31,28
27/5/12,2012,5,May,27,29,31,27
28/5/12,2012,5,May,28,28,30,26
29/5/12,2012,5,May,29,27.5,29,26
30/5/12,2012,5,May,30,28.5,31,26
31/5/12,2012,5,May,31,29.5,32,27
1/6/12,2012,6,Jun,1,28.5,31,26
2/6/12,2012,6,Jun,2,28.5,31,26
3/6/12,2012,6,Jun,3,28.5,31,26
4/6/12,2012,6,Jun,4,29.5,32,27
5/6/12,2012,6,Jun,5,30,33,27
6/6/12,2012,6,Jun,6,30.5,34,27
7/6/12,2012,6,Jun,7,30.5,33,28
8/6/12,2012,6,Jun,8,31.5,34,29
9/6/12,2012,6,Jun,9,30.5,33,28
10/6/12,2012,6,Jun,10,30,33,27
11/6/12,2012,6,Jun,11,30.5,33,28
12/6/12,2012,6,Jun,12,29.5,32,27
13/6/12,2012,6,Jun,13,28,30,26
14/6/12,2012,6,Jun,14,29.5,32,27
15/6/12,2012,6,Jun,15,30,32,28
16/6/12,2012,6,Jun,16,28,30,26
17/6/12,2012,6,Jun,17,28.5,31,26
18/6/12,2012,6,Jun,18,29,31,27
19/6/12,2012,6,Jun,19,29.5,32,27
20/6/12,2012,6,Jun,20,31,34,28
21/6/12,2012,6,Jun,21,29,31,27
22/6/12,2012,6,Jun,22,29,31,27
23/6/12,2012,6,Jun,23,30.5,32,29
24/6/12,2012,6,Jun,24,30,31,29
25/6/12,2012,6,Jun,25,29.5,31,28
26/6/12,2012,6,Jun,26,30.5,32,29
27/6/12,2012,6,Jun,27,29.5,31,28
28/6/12,2012,6,Jun,28,30,33,27
29/6/12,2012,6,Jun,29,31,34,28
30/6/12,2012,6,Jun,30,27.5,29,26
1/7/12,2012,7,Jul,1,29.5,32,27
2/7/12,2012,7,Jul,2,29.5,32,27
3/7/12,2012,7,Jul,3,30,33,27
4/7/12,2012,7,Jul,4,30.5,34,27
5/7/12,2012,7,Jul,5,28.5,30,27
6/7/12,2012,7,Jul,6,29.5,32,27
7/7/12,2012,7,Jul,7,30,32,28
8/7/12,2012,7,Jul,8,29,31,27
9/7/12,2012,7,Jul,9,30.5,33,28
10/7/12,2012,7,Jul,10,31,33,29
11/7/12,2012,7,Jul,11,31,33,29
12/7/12,2012,7,Jul,12,31,33,29
13/7/12,2012,7,Jul,13,30,33,27
14/7/12,2012,7,Jul,14,31,34,28
15/7/12,2012,7,Jul,15,31,34,28
16/7/12,2012,7,Jul,16,31.5,34,29
17/7/12,2012,7,Jul,17,31,33,29
18/7/12,2012,7,Jul,18,28.5,33,24
19/7/12,2012,7,Jul,19,31.5,34,29
20/7/12,2012,7,Jul,20,31.5,34,29
21/7/12,2012,7,Jul,21,33,36,30
22/7/12,2012,7,Jul,22,30.5,33,28
23/7/12,2012,7,Jul,23,27,28,26
24/7/12,2012,7,Jul,24,27.5,29,26
25/7/12,2012,7,Jul,25,27,29,25
26/7/12,2012,7,Jul,26,26.5,27,26
27/7/12,2012,7,Jul,27,26.5,28,25
28/7/12,2012,7,Jul,28,29,32,26
29/7/12,2012,7,Jul,29,29,32,26
30/7/12,2012,7,Jul,30,29.5,33,26
31/7/12,2012,7,Jul,31,31,34,28
1/8/12,2012,8,Aug,1,31,35,27
2/8/12,2012,8,Aug,2,33,36,30
3/8/12,2012,8,Aug,3,31.5,33,30
4/8/12,2012,8,Aug,4,31,32,30
5/8/12,2012,8,Aug,5,31,33,29
6/8/12,2012,8,Aug,6,29.5,32,27
7/8/12,2012,8,Aug,7,30.5,34,27
8/8/12,2012,8,Aug,8,32,35,29
9/8/12,2012,8,Aug,9,32,35,29
10/8/12,2012,8,Aug,10,31,34,28
11/8/12,2012,8,Aug,11,28.5,30,27
12/8/12,2012,8,Aug,12,28,30,26
13/8/12,2012,8,Aug,13,29.5,32,27
14/8/12,2012,8,Aug,14,30.5,33,28
15/8/12,2012,8,Aug,15,30.5,34,27
16/8/12,2012,8,Aug,16,30.5,34,27
17/8/12,2012,8,Aug,17,28.5,31,26
18/8/12,2012,8,Aug,18,30,32,28
19/8/12,2012,8,Aug,19,30.5,33,28
20/8/12,2012,8,Aug,20,30,33,27
21/8/12,2012,8,Aug,21,30,32,28
22/8/12,2012,8,Aug,22,28,29,27
23/8/12,2012,8,Aug,23,29.5,33,26
24/8/12,2012,8,Aug,24,30.5,33,28
25/8/12,2012,8,Aug,25,30.5,33,28
26/8/12,2012,8,Aug,26,31.5,33,30
27/8/12,2012,8,Aug,27,32,35,29
28/8/12,2012,8,Aug,28,32,35,29
29/8/12,2012,8,Aug,29,29.5,33,26
30/8/12,2012,8,Aug,30,31.5,34,29
31/8/12,2012,8,Aug,31,29.5,32,27
1/9/12,2012,9,Sept,1,29.5,33,26
2/9/12,2012,9,Sept,2,29.5,33,26
3/9/12,2012,9,Sept,3,30.5,33,28
4/9/12,2012,9,Sept,4,29.5,32,27
5/9/12,2012,9,Sept,5,29.5,32,27
6/9/12,2012,9,Sept,6,30.5,34,27
7/9/12,2012,9,Sept,7,30.5,33,28
8/9/12,2012,9,Sept,8,30,33,27
9/9/12,2012,9,Sept,9,30,32,28
10/9/12,2012,9,Sept,10,30.5,33,28
11/9/12,2012,9,Sept,11,30.5,33,28
12/9/12,2012,9,Sept,12,30.5,33,28
13/9/12,2012,9,Sept,13,29.5,33,26
14/9/12,2012,9,Sept,14,27,29,25
15/9/12,2012,9,Sept,15,27,30,24
16/9/12,2012,9,Sept,16,27.5,30,25
17/9/12,2012,9,Sept,17,27.5,30,25
18/9/12,2012,9,Sept,18,27.5,30,25
19/9/12,2012,9,Sept,19,28,30,26
20/9/12,2012,9,Sept,20,28,30,26
21/9/12,2012,9,Sept,21,29.5,32,27
22/9/12,2012,9,Sept,22,29.5,32,27
23/9/12,2012,9,Sept,23,30,33,27
24/9/12,2012,9,Sept,24,29.5,33,26
25/9/12,2012,9,Sept,25,28.5,31,26
26/9/12,2012,9,Sept,26,28.5,30,27
27/9/12,2012,9,Sept,27,29.5,33,26
28/9/12,2012,9,Sept,28,29.5,32,27
29/9/12,2012,9,Sept,29,28.5,31,26
30/9/12,2012,9,Sept,30,27.5,30,25
1/10/12,2012,10,Oct,1,27,29,25
2/10/12,2012,10,Oct,2,27.5,30,25
3/10/12,2012,10,Oct,3,27.5,30,25
4/10/12,2012,10,Oct,4,27,30,24
5/10/12,2012,10,Oct,5,28,31,25
6/10/12,2012,10,Oct,6,28.5,31,26
7/10/12,2012,10,Oct,7,28.5,31,26
8/10/12,2012,10,Oct,8,28,30,26
9/10/12,2012,10,Oct,9,27,30,24
10/10/12,2012,10,Oct,10,28,30,26
11/10/12,2012,10,Oct,11,27.5,30,25
12/10/12,2012,10,Oct,12,26.5,29,24
13/10/12,2012,10,Oct,13,26,29,23
14/10/12,2012,10,Oct,14,26.5,29,24
15/10/12,2012,10,Oct,15,27.5,30,25
16/10/12,2012,10,Oct,16,27,29,25
17/10/12,2012,10,Oct,17,27.5,30,25
18/10/12,2012,10,Oct,18,25.5,27,24
19/10/12,2012,10,Oct,19,26.5,29,24
20/10/12,2012,10,Oct,20,26.5,29,24
21/10/12,2012,10,Oct,21,26.5,30,23
22/10/12,2012,10,Oct,22,26.5,30,23
23/10/12,2012,10,Oct,23,26.5,30,23
24/10/12,2012,10,Oct,24,27,30,24
25/10/12,2012,10,Oct,25,27.5,30,25
26/10/12,2012,10,Oct,26,25.5,28,23
27/10/12,2012,10,Oct,27,27,29,25
28/10/12,2012,10,Oct,28,27.5,30,25
29/10/12,2012,10,Oct,29,27,28,26
30/10/12,2012,10,Oct,30,23,26,20
31/10/12,2012,10,Oct,31,21.5,25,18
1/11/12,2012,11,Nov,1,22,25,19
2/11/12,2012,11,Nov,2,23.5,26,21
3/11/12,2012,11,Nov,3,25.5,28,23
4/11/12,2012,11,Nov,4,25,28,22
5/11/12,2012,11,Nov,5,24.5,27,22
6/11/12,2012,11,Nov,6,25,27,23
7/11/12,2012,11,Nov,7,24.5,26,23
8/11/12,2012,11,Nov,8,25.5,28,23
9/11/12,2012,11,Nov,9,27,29,25
10/11/12,2012,11,Nov,10,27,29,25
11/11/12,2012,11,Nov,11,23,25,21
12/11/12,2012,11,Nov,12,22,24,20
13/11/12,2012,11,Nov,13,23.5,26,21
14/11/12,2012,11,Nov,14,24.5,27,22
15/11/12,2012,11,Nov,15,24,25,23
16/11/12,2012,11,Nov,16,24,25,23
17/11/12,2012,11,Nov,17,21,24,18
18/11/12,2012,11,Nov,18,20,22,18
19/11/12,2012,11,Nov,19,23,25,21
20/11/12,2012,11,Nov,20,23,24,22
21/11/12,2012,11,Nov,21,24,25,23
22/11/12,2012,11,Nov,22,27,30,24
23/11/12,2012,11,Nov,23,23,27,19
24/11/12,2012,11,Nov,24,19,22,16
25/11/12,2012,11,Nov,25,23,25,21
26/11/12,2012,11,Nov,26,18.5,23,14
27/11/12,2012,11,Nov,27,16.5,20,13
28/11/12,2012,11,Nov,28,19.5,21,18
29/11/12,2012,11,Nov,29,20.5,22,19
30/11/12,2012,11,Nov,30,21,23,19
1/12/12,2012,12,Dec,1,22,25,19
2/12/12,2012,12,Dec,2,17.5,19,16
3/12/12,2012,12,Dec,3,16.5,18,15
4/12/12,2012,12,Dec,4,17,19,15
5/12/12,2012,12,Dec,5,16.5,18,15
6/12/12,2012,12,Dec,6,16.5,20,13
7/12/12,2012,12,Dec,7,19.5,22,17
8/12/12,2012,12,Dec,8,20,22,18
9/12/12,2012,12,Dec,9,20.5,23,18
10/12/12,2012,12,Dec,10,19.5,21,18
11/12/12,2012,12,Dec,11,19,21,17
12/12/12,2012,12,Dec,12,18.5,22,15
13/12/12,2012,12,Dec,13,20.5,23,18
14/12/12,2012,12,Dec,14,22,24,20
15/12/12,2012,12,Dec,15,23,25,21
16/12/12,2012,12,Dec,16,24,27,21
17/12/12,2012,12,Dec,17,23.5,25,22
18/12/12,2012,12,Dec,18,17.5,22,13
19/12/12,2012,12,Dec,19,15,18,12
20/12/12,2012,12,Dec,20,19,21,17
21/12/12,2012,12,Dec,21,22.5,26,19
22/12/12,2012,12,Dec,22,16.5,19,14
23/12/12,2012,12,Dec,23,13,16,10
24/12/12,2012,12,Dec,24,13,17,9
25/12/12,2012,12,Dec,25,17.5,20,15
26/12/12,2012,12,Dec,26,19.5,21,18
27/12/12,2012,12,Dec,27,18.5,20,17
28/12/12,2012,12,Dec,28,20,23,17
29/12/12,2012,12,Dec,29,16.5,21,12
30/12/12,2012,12,Dec,30,11,13,9
31/12/12,2012,12,Dec,31,10,13,7
1/1/13,2013,1,Jan,1,13.5,17,10
2/1/13,2013,1,Jan,2,17.5,19,16
3/1/13,2013,1,Jan,3,16,19,13
4/1/13,2013,1,Jan,4,11.5,13,10
5/1/13,2013,1,Jan,5,12.5,15,10
6/1/13,2013,1,Jan,6,13,14,12
7/1/13,2013,1,Jan,7,14.5,16,13
8/1/13,2013,1,Jan,8,17,19,15
9/1/13,2013,1,Jan,9,15.5,17,14
10/1/13,2013,1,Jan,10,14,16,12
11/1/13,2013,1,Jan,11,16.5,18,15
12/1/13,2013,1,Jan,12,16,18,14
13/1/13,2013,1,Jan,13,16.5,19,14
14/1/13,2013,1,Jan,14,15.5,19,12
15/1/13,2013,1,Jan,15,16,18,14
16/1/13,2013,1,Jan,16,17.5,21,14
17/1/13,2013,1,Jan,17,18.5,22,15
18/1/13,2013,1,Jan,18,15.5,17,14
19/1/13,2013,1,Jan,19,15.5,18,13
20/1/13,2013,1,Jan,20,19,21,17
21/1/13,2013,1,Jan,21,22.5,25,20
22/1/13,2013,1,Jan,22,22,25,19
23/1/13,2013,1,Jan,23,19,21,17
24/1/13,2013,1,Jan,24,20.5,23,18
25/1/13,2013,1,Jan,25,18.5,20,17
26/1/13,2013,1,Jan,26,19.5,22,17
27/1/13,2013,1,Jan,27,17.5,19,16
28/1/13,2013,1,Jan,28,18,21,15
29/1/13,2013,1,Jan,29,19,21,17
30/1/13,2013,1,Jan,30,20,22,18
31/1/13,2013,1,Jan,31,21,24,18
1/2/13,2013,2,Feb,1,22,25,19
2/2/13,2013,2,Feb,2,22.5,26,19
3/2/13,2013,2,Feb,3,20.5,22,19
4/2/13,2013,2,Feb,4,22.5,25,20
5/2/13,2013,2,Feb,5,24,27,21
6/2/13,2013,2,Feb,6,23,25,21
7/2/13,2013,2,Feb,7,22,25,19
8/2/13,2013,2,Feb,8,16.5,20,13
9/2/13,2013,2,Feb,9,13,15,11
10/2/13,2013,2,Feb,10,15,17,13
11/2/13,2013,2,Feb,11,19.5,23,16
12/2/13,2013,2,Feb,12,19.5,22,17
13/2/13,2013,2,Feb,13,17,19,15
14/2/13,2013,2,Feb,14,19.5,22,17
15/2/13,2013,2,Feb,15,21,24,18
16/2/13,2013,2,Feb,16,18.5,20,17
17/2/13,2013,2,Feb,17,19.5,22,17
18/2/13,2013,2,Feb,18,20.5,23,18
19/2/13,2013,2,Feb,19,21,24,18
20/2/13,2013,2,Feb,20,17,18,16
21/2/13,2013,2,Feb,21,18.5,20,17
22/2/13,2013,2,Feb,22,19,21,17
23/2/13,2013,2,Feb,23,18,20,16
24/2/13,2013,2,Feb,24,19,21,17
25/2/13,2013,2,Feb,25,21.5,24,19
26/2/13,2013,2,Feb,26,23.5,26,21
27/2/13,2013,2,Feb,27,23.5,26,21
28/2/13,2013,2,Feb,28,20.5,22,19
1/3/13,2013,3,Mar,1,22.5,25,20
2/3/13,2013,3,Mar,2,19.5,24,15
3/3/13,2013,3,Mar,3,15,17,13
4/3/13,2013,3,Mar,4,16.5,20,13
5/3/13,2013,3,Mar,5,20,24,16
6/3/13,2013,3,Mar,6,20.5,24,17
7/3/13,2013,3,Mar,7,20.5,25,16
8/3/13,2013,3,Mar,8,22,27,17
9/3/13,2013,3,Mar,9,22,26,18
10/3/13,2013,3,Mar,10,21.5,25,18
11/3/13,2013,3,Mar,11,22,25,19
12/3/13,2013,3,Mar,12,22,25,19
13/3/13,2013,3,Mar,13,24,27,21
14/3/13,2013,3,Mar,14,21,23,19
15/3/13,2013,3,Mar,15,21,24,18
16/3/13,2013,3,Mar,16,22,25,19
17/3/13,2013,3,Mar,17,23,26,20
18/3/13,2013,3,Mar,18,25,28,22
19/3/13,2013,3,Mar,19,24.5,26,23
20/3/13,2013,3,Mar,20,26.5,30,23
21/3/13,2013,3,Mar,21,22.5,25,20
22/3/13,2013,3,Mar,22,23.5,27,20
23/3/13,2013,3,Mar,23,24.5,27,22
24/3/13,2013,3,Mar,24,24,26,22
25/3/13,2013,3,Mar,25,23,25,21
26/3/13,2013,3,Mar,26,22.5,25,20
27/3/13,2013,3,Mar,27,21,22,20
28/3/13,2013,3,Mar,28,20.5,22,19
29/3/13,2013,3,Mar,29,21,22,20
30/3/13,2013,3,Mar,30,20,21,19
31/3/13,2013,3,Mar,31,21,22,20
1/4/13,2013,4,Apr,1,21,23,19
2/4/13,2013,4,Apr,2,22.5,24,21
3/4/13,2013,4,Apr,3,20.5,21,20
4/4/13,2013,4,Apr,4,22,25,19
5/4/13,2013,4,Apr,5,25,29,21
6/4/13,2013,4,Apr,6,20.5,23,18
7/4/13,2013,4,Apr,7,18,20,16
8/4/13,2013,4,Apr,8,20,21,19
9/4/13,2013,4,Apr,9,20,22,18
10/4/13,2013,4,Apr,10,19,20,18
11/4/13,2013,4,Apr,11,18.5,20,17
12/4/13,2013,4,Apr,12,18,20,16
13/4/13,2013,4,Apr,13,20.5,23,18
14/4/13,2013,4,Apr,14,23,26,20
15/4/13,2013,4,Apr,15,23.5,27,20
16/4/13,2013,4,Apr,16,24.5,27,22
17/4/13,2013,4,Apr,17,25,27,23
18/4/13,2013,4,Apr,18,26.5,30,23
19/4/13,2013,4,Apr,19,25.5,28,23
20/4/13,2013,4,Apr,20,26,30,22
21/4/13,2013,4,Apr,21,23,25,21
22/4/13,2013,4,Apr,22,21.5,23,20
23/4/13,2013,4,Apr,23,24.5,28,21
24/4/13,2013,4,Apr,24,25.5,28,23
25/4/13,2013,4,Apr,25,27,31,23
26/4/13,2013,4,Apr,26,23,24,22
27/4/13,2013,4,Apr,27,23.5,25,22
28/4/13,2013,4,Apr,28,23.5,26,21
29/4/13,2013,4,Apr,29,25,27,23
30/4/13,2013,4,Apr,30,26.5,31,22
1/5/13,2013,5,May,1,23.5,26,21
2/5/13,2013,5,May,2,20.5,23,18
3/5/13,2013,5,May,3,21,23,19
4/5/13,2013,5,May,4,21.5,24,19
5/5/13,2013,5,May,5,24,26,22
6/5/13,2013,5,May,6,24,26,22
7/5/13,2013,5,May,7,25.5,28,23
8/5/13,2013,5,May,8,24,25,23
9/5/13,2013,5,May,9,27,30,24
10/5/13,2013,5,May,10,27,29,25
11/5/13,2013,5,May,11,26.5,30,23
12/5/13,2013,5,May,12,27.5,30,25
13/5/13,2013,5,May,13,28,31,25
14/5/13,2013,5,May,14,28,30,26
15/5/13,2013,5,May,15,29.5,32,27
16/5/13,2013,5,May,16,28,31,25
17/5/13,2013,5,May,17,28,30,26
18/5/13,2013,5,May,18,30,33,27
19/5/13,2013,5,May,19,30.5,33,28
20/5/13,2013,5,May,20,28.5,32,25
21/5/13,2013,5,May,21,27.5,31,24
22/5/13,2013,5,May,22,25,27,23
23/5/13,2013,5,May,23,27.5,30,25
24/5/13,2013,5,May,24,28.5,31,26
25/5/13,2013,5,May,25,26,28,24
26/5/13,2013,5,May,26,28.5,30,27
27/5/13,2013,5,May,27,30,31,29
28/5/13,2013,5,May,28,30,32,28
29/5/13,2013,5,May,29,30.5,32,29
30/5/13,2013,5,May,30,30,32,28
31/5/13,2013,5,May,31,30.5,34,27
1/6/13,2013,6,Jun,1,31.5,34,29
2/6/13,2013,6,Jun,2,31.5,34,29
3/6/13,2013,6,Jun,3,31.5,35,28
4/6/13,2013,6,Jun,4,28.5,32,25
5/6/13,2013,6,Jun,5,29,31,27
6/6/13,2013,6,Jun,6,27.5,30,25
7/6/13,2013,6,Jun,7,30.5,33,28
8/6/13,2013,6,Jun,8,31,33,29
9/6/13,2013,6,Jun,9,30.5,33,28
10/6/13,2013,6,Jun,10,29,33,25
11/6/13,2013,6,Jun,11,26,29,23
12/6/13,2013,6,Jun,12,26,28,24
13/6/13,2013,6,Jun,13,25.5,28,23
14/6/13,2013,6,Jun,14,25.5,27,24
15/6/13,2013,6,Jun,15,27,28,26
16/6/13,2013,6,Jun,16,29,31,27
17/6/13,2013,6,Jun,17,30,32,28
18/6/13,2013,6,Jun,18,30,32,28
19/6/13,2013,6,Jun,19,31,34,28
20/6/13,2013,6,Jun,20,31.5,34,29
21/6/13,2013,6,Jun,21,32,36,28
22/6/13,2013,6,Jun,22,28,31,25
23/6/13,2013,6,Jun,23,28,30,26
24/6/13,2013,6,Jun,24,28,31,25
25/6/13,2013,6,Jun,25,30.5,32,29
26/6/13,2013,6,Jun,26,31,33,29
27/6/13,2013,6,Jun,27,31,33,29
28/6/13,2013,6,Jun,28,31,33,29
29/6/13,2013,6,Jun,29,31,33,29
30/6/13,2013,6,Jun,30,31.5,34,29
1/7/13,2013,7,Jul,1,30,34,26
2/7/13,2013,7,Jul,2,30,32,28
3/7/13,2013,7,Jul,3,30,32,28
4/7/13,2013,7,Jul,4,30,32,28
5/7/13,2013,7,Jul,5,31,34,28
6/7/13,2013,7,Jul,6,29.5,32,27
7/7/13,2013,7,Jul,7,29,32,26
8/7/13,2013,7,Jul,8,29.5,31,28
9/7/13,2013,7,Jul,9,30,32,28
10/7/13,2013,7,Jul,10,29,31,27
11/7/13,2013,7,Jul,11,30.5,33,28
12/7/13,2013,7,Jul,12,31.5,34,29
13/7/13,2013,7,Jul,13,32,35,29
14/7/13,2013,7,Jul,14,30,33,27
15/7/13,2013,7,Jul,15,28,31,25
16/7/13,2013,7,Jul,16,26.5,28,25
17/7/13,2013,7,Jul,17,28.5,31,26
18/7/13,2013,7,Jul,18,29,32,26
19/7/13,2013,7,Jul,19,29.5,32,27
20/7/13,2013,7,Jul,20,29,31,27
21/7/13,2013,7,Jul,21,29.5,32,27
22/7/13,2013,7,Jul,22,30,32,28
23/7/13,2013,7,Jul,23,30,32,28
24/7/13,2013,7,Jul,24,27,29,25
25/7/13,2013,7,Jul,25,26.5,28,25
26/7/13,2013,7,Jul,26,27,29,25
27/7/13,2013,7,Jul,27,28.5,31,26
28/7/13,2013,7,Jul,28,29,32,26
29/7/13,2013,7,Jul,29,29.5,32,27
30/7/13,2013,7,Jul,30,29.5,32,27
31/7/13,2013,7,Jul,31,31.5,34,29
1/8/13,2013,8,Aug,1,30.5,33,28
2/8/13,2013,8,Aug,2,28.5,31,26
3/8/13,2013,8,Aug,3,28.5,31,26
4/8/13,2013,8,Aug,4,30.5,33,28
5/8/13,2013,8,Aug,5,29.5,33,26
6/8/13,2013,8,Aug,6,31,34,28
7/8/13,2013,8,Aug,7,30,33,27
8/8/13,2013,8,Aug,8,30.5,33,28
9/8/13,2013,8,Aug,9,30.5,33,28
10/8/13,2013,8,Aug,10,31,34,28
11/8/13,2013,8,Aug,11,31,34,28
